country,Code,year,Mortality_rate,GDP,Adolescent_fertility_rate,happiness_level
Kuwait,KWT,1980,3.6,,77.347,Level：4
Kyrgyzstan,KGZ,1980,9.880000305,,38.722,Level：5
Laos,LAO,1980,20.61999969,,102.195,Level：7
Latvia,LVA,1980,2.070000076,,42.436,Level：4
Lebanon,LBN,1980,5.029999924,,66.466,Level：5
Lesotho,LSO,1980,12.4,647331136,100.655,Level：6
Liberia,LBR,1980,24.41000061,,193.539,Level：7
Libya,LBY,1980,7.1,,74.215,Level：5
Lithuania,LTU,1980,2.039999962,,26.945,Level：4
Luxembourg,LUX,1980,1.330000019,15551149056,17.142,Level：3
Madagascar,MDG,1980,17.21999969,6170038784,154.246,Level：6
Malawi,MWI,1980,25.82000122,1881744640,183.045,Level：7
Malaysia,MYS,1980,3.029999924,41758167040,33.96,Level：4
Maldives,MDV,1980,14.98999939,,170.559,Level：6
Mali,MLI,1980,30.15,3269193728,187.084,Level：7
Malta,MLT,1980,1.689999962,2433318144,12.95,Level：3
Marshall Islands,MHL,1980,6.430000305,,167.475,Level：5
Mauritania,MRT,1980,16.53999939,2382148864,121.395,Level：6
Mauritius,MUS,1980,4.1,2194212352,54.604,Level：4
Mexico,MEX,1980,7.169999695,5.20E+11,107.948,Level：5
Micronesia (country),FSM,1980,6.120000076,,87.154,Level：5
Moldova,MDA,1980,5.009999847,,41.645,Level：5
Monaco,MCO,1980,,2536048640,16.606,Level：0
Mongolia,MNG,1980,16.3,,45.418,Level：6
Montenegro,MNE,1980,,,21.045,Level：0
Morocco,MAR,1980,13.43999939,24285347840,79.472,Level：6
Mozambique,MOZ,1980,26.81000061,2817483520,173.98,Level：7
Myanmar,MMR,1980,14.11999969,6550831104,63.008,Level：6
Namibia,NAM,1980,10.19000015,3477744896,106.448,Level：6
Nauru,NRU,1980,,,48.181,Level：0
Nepal,NPL,1980,20.78999939,5209673216,123.472,Level：7
Netherlands,NLD,1980,1.089999962,3.73E+11,9.072,Level：3
New Zealand,NZL,1980,1.560000038,72873238528,38.975,Level：3
Nicaragua,NIC,1980,10.85,6016973312,162.273,Level：6
Niger,NER,1980,32.17999878,3876950016,221.599,Level：7
Nigeria,NGA,1980,21.3,1.59E+11,166.099,Level：7
North Korea,PRK,1980,,,13.424,Level：0
North Macedonia,MKD,1980,,,50.123,Level：0
Norway,NOR,1980,1.010000038,1.64E+11,24.46,Level：3
Oman,OMN,1980,11.09000015,12422124544,215.632,Level：6
Pakistan,PAK,1980,16.51000061,54119018496,102.942,Level：6
Palau,PLW,1980,4.590000153,,53.991,Level：4
Palestine,PSE,1980,7.95,,99.834,Level：5
Panama,PAN,1980,4.390000153,11093389312,112.997,Level：4
Papua New Guinea,PNG,1980,10.56999969,6506006016,91.683,Level：6
Paraguay,PRY,1980,6.5,10968910848,92.083,Level：5
Peru,PER,1980,12.64000015,65927905280,94.337,Level：6
Philippines,PHL,1980,7.969999695,89725059072,61.695,Level：5
Poland,POL,1980,2.389999962,,33.957,Level：4
Portugal,PRT,1980,2.75,1.06E+11,41.019,Level：4
Qatar,QAT,1980,3.629999924,,82.924,Level：4
Romania,ROU,1980,3.579999924,,71.208,Level：4
Russia,RUS,1980,2.760000038,,47.558,Level：4
Rwanda,RWA,1980,21.86999969,2219763456,67.871,Level：7
Saint Kitts and Nevis,KNA,1980,5.029999924,246982416,124.97,Level：5
Saint Lucia,LCA,1980,3.279999924,541840576,155.833,Level：4
Saint Vincent and the Grenadines,VCT,1980,5.279999924,245357600,139.821,Level：5
Samoa,WSM,1980,4.370000076,,54.67,Level：4
San Marino,SMR,1980,,,22.222,Level：0
Sao Tome and Principe,STP,1980,9.069999695,,126.523,Level：5
Saudi Arabia,SAU,1980,9.309999847,3.43E+11,149.849,Level：5
Senegal,SEN,1980,20.46999969,5916759552,161.686,Level：7
Serbia,SRB,1980,,,45.918,Level：0
Seychelles,SYC,1980,3.039999962,432926720,124.191,Level：4
Sierra Leone,SLE,1980,28.72000122,2189781760,198.649,Level：7
Singapore,SGP,1980,1.480000019,33659660288,12.961,Level：3
Slovakia,SVK,1980,,,47.587,Level：0
Slovenia,SVN,1980,,,55.575,Level：0
Solomon Islands,SLB,1980,5.229999924,547373504,98.712,Level：5
Somalia,SOM,1980,,,85.378,Level：0
South Africa,ZAF,1980,9.5,1.59E+11,105.943,Level：5
South Korea,KOR,1980,3.620000076,1.55E+11,12.409,Level：4
South Sudan,SSD,1980,28.82999878,,146.9,Level：7
Spain,ESP,1980,1.489999962,5.52E+11,24.885,Level：3
Sri Lanka,LKA,1980,4.620000076,14408623104,41.897,Level：4
Sudan,SDN,1980,14.66999969,17125110784,114.923,Level：6
Suriname,SUR,1980,,2668999168,81.52,Level：0
Sweden,SWE,1980,0.839999962,2.38E+11,15.123,Level：2
Switzerland,CHE,1980,1.039999962,3.78E+11,9.907,Level：3
Syria,SYR,1980,6.009999847,10256855040,109.16,Level：5
Tajikistan,TJK,1980,12.98999939,,37.446,Level：6
Tanzania,TZA,1980,17.81000061,,154.837,Level：6
Thailand,THA,1980,6.079999924,67657355264,59.436,Level：5
Timor,TLS,1980,,,64.771,Level：0
Togo,TGO,1980,17.93000031,1805763968,126.222,Level：6
Tonga,TON,1980,2.939999962,,58.342,Level：4
Trinidad and Tobago,TTO,1980,3.940000153,9823875072,86.812,Level：4
Tunisia,TUN,1980,9.530000305,12402210816,32.318,Level：5
Turkey,TUR,1980,12.79000015,1.73E+11,105.607,Level：6
Turkmenistan,TKM,1980,11.94000015,,28.83,Level：6
Tuvalu,TUV,1980,6.309999847,,45.64,Level：5
Uganda,UGA,1980,21.98000031,,181.094,Level：7
Ukraine,UKR,1980,2.639999962,,50.171,Level：4
United Arab Emirates,ARE,1980,3.529999924,1.14E+11,122.398,Level：4
United Kingdom,GBR,1980,1.410000038,1.35E+12,30.243,Level：3
United States,USA,1980,1.5,7.08E+12,52.753,Level：3
Uruguay,URY,1980,3.959999847,24020058112,63.857,Level：4
Uzbekistan,UZB,1980,11.78000031,,37.988,Level：6
Vanuatu,VUT,1980,6.759999847,295031904,88.535,Level：5
Venezuela,VEN,1980,4.409999847,,95.523,Level：4
Vietnam,VNM,1980,6.930000305,,32.828,Level：5
Yemen,YEM,1980,20.91000061,,176.999,Level：7
Zambia,ZMB,1980,15.63999939,6168039936,169.501,Level：6
Afghanistan,AFG,1970,30.21000061,,140.861,Level：7
Albania,ALB,1970,,,35.779,Level：0
Algeria,DZA,1970,23.85,34261413888,105.636,Level：7
Andorra,AND,1970,,859118336,20.511,Level：0
Angola,AGO,1970,,,162.851,Level：0
Antigua and Barbuda,ATG,1970,3.170000076,,114,Level：4
Argentina,ARG,1970,7.169999695,2.21E+11,64.638,Level：5
Armenia,ARM,1970,,,41.462,Level：0
Australia,AUS,1970,2.15,3.36E+11,49.151,Level：4
Austria,AUT,1970,2.9,1.35E+11,58.158,Level：4
Azerbaijan,AZE,1970,,,42.108,Level：0
Bahamas,BHS,1970,3.05,4836919808,92.057,Level：4
Bahrain,BHR,1970,7.630000305,,133.379,Level：5
Bangladesh,BGD,1970,27.37999878,32894816256,237.515,Level：7
Barbados,BRB,1970,4.790000153,,90.503,Level：4
Belarus,BLR,1970,,,19.623,Level：0
Belgium,BEL,1970,2.4,1.72E+11,31.9,Level：4
Belize,BLZ,1970,9.740000153,181992656,150.248,Level：5
Benin,BEN,1970,26.05,2208695808,143.103,Level：7
Bhutan,BTN,1970,27.53999939,,127.431,Level：7
Bolivia,BOL,1970,22.91999969,8069284352,93.877,Level：7
Bosnia and Herzegovina,BIH,1970,,,46.843,Level：0
Botswana,BWA,1970,12.24000015,410003936,143.063,Level：6
Brazil,BRA,1970,13.31000061,3.43E+11,73.886,Level：6
Brunei,BRN,1970,5.4,,71.329,Level：5
Bulgaria,BGR,1970,3.25,,71.007,Level：4
Burkina Faso,BFA,1970,31.65,1555087104,153.639,Level：7
Burundi,BDI,1970,25.13000031,1226889600,92.087,Level：7
Cambodia,KHM,1970,,,89.983,Level：0
Cameroon,CMR,1970,21.2,5912593920,185.174,Level：7
Canada,CAN,1970,2.2,,42.661,Level：4
Cape Verde,CPV,1970,14.45,,97.631,Level：6
Central African Republic,CAF,1970,22.31999969,1186793856,180.883,Level：7
Chad,TCD,1970,,1876153216,208.922,Level：0
Chile,CHL,1970,7.990000153,41062023168,88.773,Level：5
China,CHN,1970,11.25,2.32E+11,44.196,Level：6
Colombia,COL,1970,9.75,50388185088,95.262,Level：5
Comoros,COM,1970,22.81999969,,142.677,Level：7
Congo,COG,1970,13.71000061,1880872576,148.795,Level：6
Costa Rica,CRI,1970,7.469999695,8578910720,102.201,Level：5
Cote d'Ivoire,CIV,1970,24.45,12664748032,203.001,Level：7
Croatia,HRV,1970,,,47.835,Level：0
Cuba,CUB,1970,3.609999847,23120750592,163.557,Level：4
Cyprus,CYP,1970,,,22.082,Level：0
Czechia,CZE,1970,,,48.908,Level：0
Democratic Republic of Congo,COD,1970,24.73999939,25829146624,150.52,Level：7
Denmark,DNK,1970,1.670000076,1.33E+11,33.173,Level：3
Djibouti,DJI,1970,,,68.261,Level：0
Dominica,DMA,1970,5.45,,119.377,Level：5
Dominican Republic,DOM,1970,12.36999969,7943143424,127.105,Level：6
Ecuador,ECU,1970,13.71000061,17347895296,96.476,Level：6
Egypt,EGY,1970,24.65,33206347776,127.799,Level：7
El Salvador,SLV,1970,15,10487813120,143.93,Level：6
Equatorial Guinea,GNQ,1970,,,169.161,Level：0
Eritrea,ERI,1970,,,125.285,Level：0
Estonia,EST,1970,,,31.987,Level：0
Eswatini,SWZ,1970,16.98999939,419059488,178.297,Level：6
Ethiopia,ETH,1970,24.71000061,,157.366,Level：7
Fiji,FJI,1970,5.65,1423265024,65.941,Level：5
Finland,FIN,1970,1.610000038,78899732480,31.701,Level：3
France,FRA,1970,1.820000076,9.11E+11,36.824,Level：3
Gabon,GAB,1970,16.35,3293619712,182.647,Level：6
Gambia,GMB,1970,29.51000061,302056704,211.558,Level：7
Georgia,GEO,1970,,9870018560,32.971,Level：0
Germany,DEU,1970,2.560000038,1.40E+12,49.183,Level：4
Ghana,GHA,1970,20.25,10276709376,133.875,Level：7
Greece,GRC,1970,3.089999962,94318747648,37.019,Level：4
Grenada,GRD,1970,5.609999847,,111.293,Level：5
Guatemala,GTM,1970,17.08000031,13085508608,139.569,Level：6
Guinea,GIN,1970,32.07000122,,181.153,Level：7
Guinea-Bissau,GNB,1970,,364481440,108.626,Level：0
Guyana,GUY,1970,7.380000305,2199809792,110.295,Level：5
Haiti,HTI,1970,24.36000061,7243091968,72.401,Level：7
Honduras,HND,1970,14.61000061,3935073792,145.031,Level：6
Hungary,HUN,1970,3.859999847,,48.812,Level：4
Iceland,ISL,1970,1.6,,71.141,Level：3
India,IND,1970,21.36000061,2.02E+11,152.163,Level：7
Indonesia,IDN,1970,16.63000031,77218701312,127.711,Level：6
Iran,IRN,1970,,1.60E+11,119.454,Level：0
Iraq,IRQ,1970,11.35999985,12650053632,117.407,Level：6
Ireland,IRL,1970,2.220000076,35538702336,15.571,Level：4
Israel,ISR,1970,2.860000038,,46.658,Level：4
Italy,ITA,1970,3.35,8.47E+11,26.955,Level：4
Jamaica,JAM,1970,5.720000076,8946990080,157.339,Level：5
Japan,JPN,1970,1.75,1.46E+12,4.735,Level：3
Jordan,JOR,1970,8.959999847,,99.08,Level：5
Kazakhstan,KAZ,1970,,,38.582,Level：0
Kenya,KEN,1970,15.08999939,9456576512,168.027,Level：6
Kiribati,KIR,1970,14.05,110420872,89.032,Level：6
Kuwait,KWT,1970,7,,146.625,Level：5
Kyrgyzstan,KGZ,1970,,,53.488,Level：0
Laos,LAO,1970,,,102.712,Level：0
Latvia,LVA,1970,,,28.444,Level：0
Lebanon,LBN,1970,6.190000153,,75.568,Level：5
Lesotho,LSO,1970,17.83000031,317575616,86.378,Level：6
Liberia,LBR,1970,28.62999878,,182.193,Level：7
Libya,LBY,1970,13.61000061,,87.709,Level：6
Lithuania,LTU,1970,2.270000076,,22.383,Level：4
Luxembourg,LUX,1970,2.239999962,12045251584,27.52,Level：4
Madagascar,MDG,1970,14.98999939,5581403136,182.836,Level：6
Malawi,MWI,1970,34.53999939,1034029056,174.679,Level：7
Malaysia,MYS,1970,5.540000153,18884159488,52.695,Level：5
Maldives,MDV,1970,25.78999939,,187.803,Level：7
Mali,MLI,1970,37.9,2210596864,199.924,Level：7
Malta,MLT,1970,2.789999962,948889920,13.658,Level：4
Marshall Islands,MHL,1970,7.890000153,,156.666,Level：5
Mauritania,MRT,1970,19.4,2021892352,114.271,Level：6
Mauritius,MUS,1970,7.840000153,,62.956,Level：5
Mexico,MEX,1970,10.66999969,2.72E+11,126.545,Level：6
Micronesia (country),FSM,1970,8.259999847,,102.82,Level：5
Moldova,MDA,1970,,,29.844,Level：0
Monaco,MCO,1970,,1765486720,21.506,Level：0
Mongolia,MNG,1970,,,53.047,Level：0
Montenegro,MNE,1970,,,29.565,Level：0
Morocco,MAR,1970,19,14626995200,107.445,Level：6
Mozambique,MOZ,1970,27.32999878,,155.21,Level：7
Myanmar,MMR,1970,17.5,4214078720,76.474,Level：6
Namibia,NAM,1970,9.659999847,,105.555,Level：5
Nauru,NRU,1970,,,43.718,Level：0
Nepal,NPL,1970,26.6,4241505536,134.636,Level：7
Netherlands,NLD,1970,1.580000019,2.79E+11,22.325,Level：3
New Zealand,NZL,1970,2.079999924,,64.608,Level：4
Nicaragua,NIC,1970,17.15,5810822656,182.417,Level：6
Niger,NER,1970,32.97000122,3427632128,200.183,Level：7
Nigeria,NGA,1970,28.43999939,99802226688,166.123,Level：7
North Korea,PRK,1970,,,24.412,Level：0
North Macedonia,MKD,1970,,,40.984,Level：0
Norway,NOR,1970,1.620000076,1.03E+11,44.334,Level：3
Oman,OMN,1970,22.91000061,7263935488,209.769,Level：7
Pakistan,PAK,1970,19.03999939,34245062656,121.582,Level：6
Palau,PLW,1970,8.109999847,,71.105,Level：5
Palestine,PSE,1970,,,116.609,Level：0
Panama,PAN,1970,6.6,6606735360,133.592,Level：5
Papua New Guinea,PNG,1970,14.3,5082778112,101.778,Level：6
Paraguay,PRY,1970,7.769999695,4673480704,82.904,Level：5
Peru,PER,1970,19.48000031,45965357056,106.837,Level：6
Philippines,PHL,1970,8.359999847,50739195904,63.612,Level：5
Poland,POL,1970,3.629999924,,26.034,Level：4
Portugal,PRT,1970,6.819999695,66481201152,30.08,Level：5
Qatar,QAT,1970,6.619999695,,177.377,Level：5
Romania,ROU,1970,5.670000076,,61.418,Level：5
Russia,RUS,1970,3.779999924,,28.26,Level：4
Rwanda,RWA,1970,22.18999939,1313836032,80.516,Level：7
Saint Kitts and Nevis,KNA,1970,,,135.147,Level：0
Saint Lucia,LCA,1970,7.409999847,,154.591,Level：5
Saint Vincent and the Grenadines,VCT,1970,7.480000305,174022064,161.624,Level：5
Samoa,WSM,1970,7.190000153,,57.492,Level：5
San Marino,SMR,1970,,,30.312,Level：0
Sao Tome and Principe,STP,1970,8.559999847,,111.611,Level：5
Saudi Arabia,SAU,1970,,1.25E+11,189.111,Level：0
Senegal,SEN,1970,28.9,4647265280,175.243,Level：7
Serbia,SRB,1970,,,51.599,Level：0
Seychelles,SYC,1970,7.55,210469536,117.59,Level：5
Sierra Leone,SLE,1970,33.27000122,1744262656,249.244,Level：7
Singapore,SGP,1970,2.710000038,14506255360,25.254,Level：4
Slovakia,SVK,1970,,,38.118,Level：0
Slovenia,SVN,1970,,,43.073,Level：0
Solomon Islands,SLB,1970,9.880000305,,78.929,Level：5
Somalia,SOM,1970,,,73.745,Level：0
South Africa,ZAF,1970,,1.14E+11,95.564,Level：0
South Korea,KOR,1970,6.120000076,63742406656,12.723,Level：5
South Sudan,SSD,1970,32.17000122,,146.538,Level：7
Spain,ESP,1970,,3.87E+11,13.409,Level：0
Sri Lanka,LKA,1970,7.019999695,9366390784,55.715,Level：5
Sudan,SDN,1970,15.68999939,12094315520,167.931,Level：6
Suriname,SUR,1970,,2200691968,99.483,Level：0
Sweden,SWE,1970,1.339999962,1.96E+11,35.019,Level：3
Switzerland,CHE,1970,1.839999962,,23.147,Level：3
Syria,SYR,1970,10.45,4083173376,121.316,Level：6
Tajikistan,TJK,1970,,,42.151,Level：0
Tanzania,TZA,1970,21.5,,181.249,Level：7
Thailand,THA,1970,9.890000153,34858237952,68.44,Level：5
Timor,TLS,1970,,,69.774,Level：0
Togo,TGO,1970,22.58999939,1190294272,137.788,Level：7
Tonga,TON,1970,4.890000153,,50.938,Level：4
Trinidad and Tobago,TTO,1970,5.170000076,5875237888,83.409,Level：5
Tunisia,TUN,1970,18,6092145664,41.183,Level：6
Turkey,TUR,1970,18.71999969,1.16E+11,110.034,Level：6
Turkmenistan,TKM,1970,,,38.16,Level：0
Tuvalu,TUV,1970,10.6,,46.337,Level：6
Uganda,UGA,1970,19.2,,197.395,Level：6
Ukraine,UKR,1970,,,33.098,Level：0
United Arab Emirates,ARE,1970,9.740000153,,151.131,Level：5
United Kingdom,GBR,1970,2.1,1.09E+12,49.596,Level：4
United States,USA,1970,2.320000076,5.18E+12,66.338,Level：4
Uruguay,URY,1970,5.4,17847945216,60.091,Level：5
Uzbekistan,UZB,1970,,,51.13,Level：0
Vanuatu,VUT,1970,10.73000031,,90.579,Level：6
Venezuela,VEN,1970,6.279999924,,110.208,Level：5
Vietnam,VNM,1970,8.269999695,,28.836,Level：5
Yemen,YEM,1970,33.07999878,,137.477,Level：7
Zambia,ZMB,1970,18.13999939,5387686400,193.048,Level：6
Afghanistan,AFG,1960,35.82000122,,138.876,Level：7
Albania,ALB,1960,,,59.371,Level：0
Algeria,DZA,1960,24.11000061,23999023104,123.158,Level：7
Andorra,AND,1960,,,14.624,Level：0
Angola,AGO,1960,,,148.279,Level：0
Antigua and Barbuda,ATG,1960,8.630000305,,130.75,Level：5
Argentina,ARG,1960,,1.51E+11,54.977,Level：0
Armenia,ARM,1960,,,50.24,Level：0
Australia,AUS,1960,2.489999962,2.05E+11,43.556,Level：4
Austria,AUT,1960,4.290000153,84930961408,53.068,Level：4
Azerbaijan,AZE,1960,,,65.155,Level：0
Bahamas,BHS,1960,,2201670912,104.648,Level：0
Bahrain,BHR,1960,19.78999939,,188.842,Level：6
Bangladesh,BGD,1960,26.26000061,22247411712,249.119,Level：7
Barbados,BRB,1960,8.45,,119.687,Level：5
Belarus,BLR,1960,,,18.39,Level：0
Belgium,BEL,1960,3.379999924,1.07E+11,25.619,Level：4
Belize,BLZ,1960,,110027504,155.361,Level：0
Benin,BEN,1960,30.98999939,1651120640,141.909,Level：7
Bhutan,BTN,1960,,,128.182,Level：0
Bolivia,BOL,1960,29.08999939,4727739904,103.592,Level：7
Bosnia and Herzegovina,BIH,1960,,,44.807,Level：0
Botswana,BWA,1960,16.81000061,179758848,145.991,Level：6
Brazil,BRA,1960,16.98000031,1.88E+11,95.216,Level：6
Brunei,BRN,1960,12.24000015,,93.597,Level：6
Bulgaria,BGR,1960,5.540000153,,71.725,Level：5
Burkina Faso,BFA,1960,34.55,1166782720,151.903,Level：7
Burundi,BDI,1960,,798636608,91.198,Level：0
Cambodia,KHM,1960,,,91.933,Level：0
Cameroon,CMR,1960,27.83999939,4827329536,181.915,Level：7
Canada,CAN,1960,3.259999847,,57.303,Level：4
Cape Verde,CPV,1960,18.05,,96.874,Level：6
Central African Republic,CAF,1960,28.02999878,980371520,177.857,Level：7
Chad,TCD,1960,,1696963328,191.167,Level：0
Chile,CHL,1960,15.71000061,27084687360,86.483,Level：6
China,CHN,1960,,1.59E+11,51.059,Level：0
Colombia,COL,1960,13.46000061,30606243840,131.551,Level：6
Comoros,COM,1960,,,139.955,Level：0
Congo,COG,1960,19.38999939,1253554944,140.208,Level：6
Costa Rica,CRI,1960,9.6,4791476224,122.781,Level：5
Cote d'Ivoire,CIV,1960,31.78999939,5492745728,202.315,Level：7
Croatia,HRV,1960,,,42.765,Level：0
Cuba,CUB,1960,5.420000076,,160.39,Level：5
Cyprus,CYP,1960,,,31.329,Level：0
Czechia,CZE,1960,,,40.743,Level：0
Democratic Republic of Congo,COD,1960,,19168014336,153.648,Level：0
Denmark,DNK,1960,2.5,82924593152,38.655,Level：4
Djibouti,DJI,1960,,,76.343,Level：0
Dominica,DMA,1960,13.83000031,,143.67,Level：6
Dominican Republic,DOM,1960,14.75,4530917888,154.785,Level：6
Ecuador,ECU,1960,17.48000031,11683345408,117.192,Level：6
Egypt,EGY,1960,31.83999939,20297834496,158.191,Level：7
El Salvador,SLV,1960,18.48999939,,150.929,Level：6
Equatorial Guinea,GNQ,1960,,,156.98,Level：0
Eritrea,ERI,1960,,,135.147,Level：0
Estonia,EST,1960,,,25.539,Level：0
Eswatini,SWZ,1960,20.88000031,,176.64,Level：7
Ethiopia,ETH,1960,,,101.529,Level：0
Fiji,FJI,1960,7.859999847,864446528,103.216,Level：5
Finland,FIN,1960,2.689999962,50609868800,27.676,Level：4
France,FRA,1960,2.85,5.21E+11,29.401,Level：4
Gabon,GAB,1960,22.23999939,1696430336,164.723,Level：7
Gambia,GMB,1960,36.01000061,,212.758,Level：7
Georgia,GEO,1960,,,30.013,Level：0
Germany,DEU,1960,,,43.418,Level：0
Ghana,GHA,1960,20.81999969,7657961472,161.636,Level：7
Greece,GRC,1960,4.579999924,41914773504,18.552,Level：4
Grenada,GRD,1960,10.15999985,,171.937,Level：6
Guatemala,GTM,1960,22.11999969,7658219008,164.351,Level：7
Guinea,GIN,1960,34.8,,179.179,Level：7
Guinea-Bissau,GNB,1960,,,109.39,Level：0
Guyana,GUY,1960,9.2,1555852800,145.253,Level：5
Haiti,HTI,1960,28.98999939,6687073792,81.826,Level：7
Honduras,HND,1960,20.83999939,2470924544,152.025,Level：7
Hungary,HUN,1960,5.409999847,,52.398,Level：5
Iceland,ISL,1960,2.15,,77.853,Level：4
India,IND,1960,24.26000061,1.36E+11,148.417,Level：7
Indonesia,IDN,1960,22.4,52777607168,144.143,Level：7
Iran,IRN,1960,,52418965504,106.43,Level：0
Iraq,IRQ,1960,19.11999969,,67.465,Level：6
Ireland,IRL,1960,3.529999924,,7.783,Level：4
Israel,ISR,1960,4.2,,50.24,Level：4
Italy,ITA,1960,5.190000153,4.86E+11,19.981,Level：5
Jamaica,JAM,1960,8.3,,148.708,Level：5
Japan,JPN,1960,3.970000076,5.84E+11,4.261,Level：4
Jordan,JOR,1960,15.53999939,,130.235,Level：6
Kazakhstan,KAZ,1960,,,70.54,Level：0
Kenya,KEN,1960,19.71999969,6102052352,173.665,Level：6
Kiribati,KIR,1960,19.91000061,,95.495,Level：6
Kuwait,KWT,1960,13.98999939,,175.432,Level：6
Kyrgyzstan,KGZ,1960,,,78.348,Level：0
Laos,LAO,1960,,,101.495,Level：0
Latvia,LVA,1960,,,21.382,Level：0
Lebanon,LBN,1960,7.609999847,,92.301,Level：5
Lesotho,LSO,1960,18.73000031,193522656,95.686,Level：6
Liberia,LBR,1960,31.28999939,,181.289,Level：7
Libya,LBY,1960,27.66000061,,80.781,Level：7
Lithuania,LTU,1960,,,17.28,Level：0
Luxembourg,LUX,1960,3.770000076,8012571648,23.459,Level：4
Madagascar,MDG,1960,,4151435264,165.467,Level：0
Malawi,MWI,1960,,654451648,162.31,Level：0
Malaysia,MYS,1960,9.390000153,10075037696,74.245,Level：5
Maldives,MDV,1960,,,181.697,Level：0
Mali,MLI,1960,,,223.452,Level：0
Malta,MLT,1960,4.029999924,,23.307,Level：4
Marshall Islands,MHL,1960,12.10999985,,156.809,Level：6
Mauritania,MRT,1960,25.28000031,,118.615,Level：7
Mauritius,MUS,1960,10.43000031,,120.067,Level：6
Mexico,MEX,1960,15.55,1.41E+11,131.607,Level：6
Micronesia (country),FSM,1960,12.54000015,,114.319,Level：6
Moldova,MDA,1960,,,43.854,Level：0
Monaco,MCO,1960,,,24.782,Level：0
Mongolia,MNG,1960,,,53.074,Level：0
Montenegro,MNE,1960,,,42.024,Level：0
Morocco,MAR,1960,24.18000031,,171.254,Level：7
Mozambique,MOZ,1960,,,135.758,Level：0
Myanmar,MMR,1960,,,78.106,Level：0
Namibia,NAM,1960,,,95.821,Level：0
Nauru,NRU,1960,,,48.609,Level：0
Nepal,NPL,1960,32.51000061,3319352576,153.676,Level：7
Netherlands,NLD,1960,2.079999924,1.64E+11,15.441,Level：4
New Zealand,NZL,1960,2.789999962,,52.384,Level：4
Nicaragua,NIC,1960,19.75,2980627712,183.196,Level：6
Niger,NER,1960,,2602180352,209.657,Level：0
Nigeria,NGA,1960,,64724938752,148.916,Level：0
North Korea,PRK,1960,,,39.93,Level：0
North Macedonia,MKD,1960,,,39.048,Level：0
Norway,NOR,1960,2.260000038,68523642880,33.436,Level：4
Oman,OMN,1960,36.96000061,,225.349,Level：7
Pakistan,PAK,1960,25.2,17051906048,153.798,Level：7
Palau,PLW,1960,,,84.303,Level：0
Palestine,PSE,1960,,,123.043,Level：0
Panama,PAN,1960,9.169999695,3068863744,143.918,Level：5
Papua New Guinea,PNG,1960,19.76999969,2618713088,97.299,Level：6
Paraguay,PRY,1960,8.230000305,2840637184,99.264,Level：5
Peru,PER,1960,22.85,27514935296,128.295,Level：7
Philippines,PHL,1960,10.26999969,31344441344,71.504,Level：6
Poland,POL,1960,6.509999847,,42.001,Level：5
Portugal,PRT,1960,11.45999985,34854621184,25.266,Level：6
Qatar,QAT,1960,,,194.536,Level：0
Romania,ROU,1960,8.640000153,,60.593,Level：5
Russia,RUS,1960,,,42.672,Level：0
Rwanda,RWA,1960,22.1,1013240896,100.999,Level：7
Saint Kitts and Nevis,KNA,1960,,,191.201,Level：0
Saint Lucia,LCA,1960,16.4,,149.786,Level：6
Saint Vincent and the Grenadines,VCT,1960,17.46000061,149190192,187.579,Level：6
Samoa,WSM,1960,10.69000015,,84.057,Level：6
San Marino,SMR,1960,,,29.562,Level：0
Sao Tome and Principe,STP,1960,,,135.658,Level：0
Saudi Arabia,SAU,1960,,,210.228,Level：0
Senegal,SEN,1960,29.62999878,3845391104,207.515,Level：7
Serbia,SRB,1960,,,52.766,Level：0
Seychelles,SYC,1960,10.45,131933784,99.31,Level：6
Sierra Leone,SLE,1960,39,1151844096,251.3,Level：7
Singapore,SGP,1960,4.770000076,5942828032,60.481,Level：4
Slovakia,SVK,1960,,,48.668,Level：0
Slovenia,SVN,1960,,,28.316,Level：0
Solomon Islands,SLB,1960,17.06999969,,76.766,Level：6
Somalia,SOM,1960,,,75.648,Level：0
South Africa,ZAF,1960,,65652817920,101.605,Level：0
South Korea,KOR,1960,11.19000015,25699428352,32.081,Level：6
South Sudan,SSD,1960,35.23999939,,143.35,Level：7
Spain,ESP,1960,,1.89E+11,9.047,Level：0
Sri Lanka,LKA,1960,9.390000153,,95.397,Level：5
Sudan,SDN,1960,17.66999969,10295238656,175.037,Level：6
Suriname,SUR,1960,,1039848320,120.449,Level：0
Sweden,SWE,1960,1.960000038,1.24E+11,32.209,Level：3
Switzerland,CHE,1960,2.65,,15.205,Level：4
Syria,SYR,1960,17,2395697408,120.183,Level：6
Tajikistan,TJK,1960,,,51.564,Level：0
Tanzania,TZA,1960,24.16000061,,176.578,Level：7
Thailand,THA,1960,14.66000061,15908745216,72.501,Level：6
Timor,TLS,1960,,,77.906,Level：0
Togo,TGO,1960,26.12000122,535797664,135.481,Level：7
Tonga,TON,1960,,,50.669,Level：0
Trinidad and Tobago,TTO,1960,6.780000305,3687200000,127.745,Level：5
Tunisia,TUN,1960,,,96.511,Level：0
Turkey,TUR,1960,25.7,68945223680,152.922,Level：7
Turkmenistan,TKM,1960,,,46.804,Level：0
Tuvalu,TUV,1960,16.96000061,,54.513,Level：6
Uganda,UGA,1960,22.28999939,,191.257,Level：7
Ukraine,UKR,1960,,,42.249,Level：0
